韻	調	字	簡化字	推導音	校正音	罕用標記	註
i	3	易	易	yi4			
i	3	泥	泥	ni4			
i	3	刺	刺	cy4			
i	3	㑜	㑜	chy4			
i	3	㑜	㑜	yi4			
i	3	㓨	㓨	cy4			
i	3	㚛	㚛	xi4			
i	3	㞓	㞓	qi4			
i	3	㡼	㡼	yi4			
i	3	㢀	㢀	cy4			
i	3	㢁	㢁	chy3			
i	3	㪆	㪆	di3			
i	3	㰣	㰣	zy4			
i	3	㰥	㰥	xi4			
i	3	㱟	㱟	pi3			
i	3	㹭	㹭	yi4			
i	3	䀙	䀙	ci4			
i	3	䃾	䃾	bi3			
i	3	䃾	䃾	bi4			
i	3	䢳	䢳	ji3			
i	3	係	系	ji4			
i	3	俙	俙	xi3			
i	3	俚	俚	li3			
i	3	俟	俟	shy4			
i	3	剃	剃	ti4			
i	3	呰	呰	zi4			
i	3	呰	呰	zy3			
i	3	咩	咩	mi3			
i	3	咪	咪	mi3			
i	3	咫	咫	zhy3			
i	3	哆	哆	chy3			
i	3	哆	哆	chy4			
i	3	垍	垍	ji4			
i	3	垑	垑	chy3			
i	3	姼	姼	chy3			
i	3	姼	姼	shy4			
i	3	屍	尸	shy4			
i	3	屎	屎	shy3			
i	3	峙	峙	zhy4			
i	3	峛	峛	li3			
i	3	帝	帝	di4			
i	3	庛	庛	cy4			
i	3	庡	庡	yi3			
i	3	庤	庤	zhy4			
i	3	弭	弭	mi3			
i	3	思	思	sy4			
i	3	恀	恀	chy3			
i	3	恀	恀	shy4			
i	3	恀	恀	zhy3			
i	3	恃	恃	shy4			
i	3	恉	恉	zhy3			
i	3	指	指	zhy3			
i	3	施	施	shy4			
i	3	既	既	ji4			
i	3	是	是	shy4			
i	3	昲	昲	fi4			
i	3	枲	枲	si3			
i	3	枳	枳	ji3			
i	3	枳	枳	zhy3			
i	3	枻	枻	yi4			
i	3	柀	柀	bi3			
i	3	柅	柅	ni3			
i	3	柢	柢	di3			
i	3	柢	柢	di4			
i	3	柲	柲	bi4			
i	3	柶	柶	sy4			
i	3	柿	柿	shy4			
i	3	毖	毖	bi4			
i	3	泚	泚	ci3			
i	3	泚	泚	cy3			
i	3	洌	洌	li4			
i	3	洎	洎	ji4			
i	3	洒	洒	si3			
i	3	洔	洔	zhy3			
i	3	洔	洔	zhy4			
i	3	洗	洗	si3			
i	3	洟	涕	ti4			
i	3	洣	洣	mi3			
i	3	洩	泄	yi4			
i	3	牭	牭	sy4			
i	3	牴	抵	di3			
i	3	盻	盻	xi4			
i	3	盻	盻	yi4			
i	3	眂	眂	shy4			
i	3	砅	砅	li4			
i	3	砌	砌	ci4			
i	3	祕	秘	bi4			
i	3	秕	秕	bi3			
i	3	秭	秭	zy3			
i	3	紀	纪	ji3			
i	3	美	美	mi3			
i	3	羿	羿	yi4			
i	3	耔	耔	zy3			
i	3	胐	胐	fi3			
i	3	茈	茈	zy3			
i	3	茡	茡	zy4			
i	3	茷	茷	fi4			
i	3	荔	荔	li4			
i	3	虸	虸	zy3			
i	3	袂	袂	mi4			
i	3	計	计	ji4			
i	3	陛	陛	bi4			
i	3	食	食	yi4			
i	3	契	契	qi4			
i	3	㑥	㑥	yi4			
i	3	㑦	㑦	li4			
i	3	㙄	㙄	bi4			
i	3	㝂	㝂	zhy4			
i	3	㶴	㶴	chy3			
i	3	䀟	䀟	fi4			
i	3	䀣	䀣	bi4			
i	3	䑔	䑔	fi4			
i	3	䖊	䖊	yi4			
i	3	䞚	䞚	qi3			
i	3	俻	俻	bi4			
i	3	俾	俾	bi3			
i	3	倚	倚	yi3			
i	3	倚	倚	yi4			
i	3	倳	倳	zhy4			
i	3	值	值	zhy4			
i	3	剚	剚	zhy4			
i	3	剞	剞	ji3			
i	3	匪	匪	fi3			
i	3	唏	唏	xi3			
i	3	唏	唏	xi4			
i	3	娌	娌	li3			
i	3	娓	娓	mi4			
i	3	娓	娓	vi3			
i	3	娝	娝	bi3			
i	3	娡	娡	zhy4			
i	3	娣	娣	di4			
i	3	屓	屓	xi4			
i	3	恝	恝	qi4			
i	3	恣	恣	zy4			
i	3	恥	耻	chy3			
i	3	悌	悌	di4			
i	3	悝	悝	li3			
i	3	扆	扆	yi3			
i	3	挮	挮	ti3			
i	3	敉	敉	mi3			
i	3	栔	栔	qi4			
i	3	栖	栖	si4			
i	3	栛	栛	li4			
i	3	栵	栵	li4			
i	3	栺	栺	yi4			
i	3	欭	欭	yi4			
i	3	歭	歭	zhy4			
i	3	氣	气	qi4			
i	3	氣	气	xi4			
i	3	洍	洍	sy4			
i	3	浘	浘	vi3			
i	3	涀	涀	xi3			
i	3	涕	涕	ti3			
i	3	涕	涕	ti4			
i	3	涖	涖	li4			
i	3	涘	涘	shy4			
i	3	牸	牸	zy4			
i	3	狶	狶	xi3			
i	3	狾	狾	zhy4			
i	3	玼	玼	ci3			
i	3	玼	玼	cy3			
i	3	珕	珕	li4			
i	3	疿	痱	fi4			
i	3	眎	眎	shy4			
i	3	眙	眙	chy4			
i	3	眡	眡	shy4			
i	3	砥	砥	zhy3			
i	3	砩	砩	fi4			
i	3	秘	秘	bi4			
i	3	秛	秛	pi4			
i	3	秠	秠	pi3			
i	3	笫	笫	zhy3			
i	3	粊	粊	bi4			
i	3	紕	纰	chy3			
i	3	紙	纸	zhy3			
i	3	翄	翄	shy4			
i	3	翅	翅	shy4			
i	3	肂	肂	sy4			
i	3	致	致	zhy4			
i	3	舐	舐	shy4			
i	3	茝	茝	zhy3			
i	3	莅	莅	li4			
i	3	蚑	蚑	qi4			
i	3	蚝	蚝	cy4			
i	3	袚	袚	fi4			
i	3	袣	袣	yi4			
i	3	被	被	bi4			
i	3	被	被	pi4			
i	3	訐	讦	ji4			
i	3	記	记	ji4			
i	3	貤	貤	shy4			
i	3	貤	貤	yi4			
i	3	起	起	qi3			
i	3	軑	軑	di4			
i	3	逝	逝	shy4			
i	3	酏	酏	yi3			
i	3	陫	陫	fi4			
i	3	陭	陭	yi4			
i	3	飤	飤	sy4			
i	3	豈	岂	qi3			
i	3	㞆	㞆	ji3			
i	3	㞆	㞆	qi4			
i	3	㢋	㢋	chy3			
i	3	㣥	㣥	zhy4			
i	3	㥋	㥋	yi3			
i	3	㥓	㥓	qi3			
i	3	㨁	㨁	zhy4			
i	3	㾐	㾐	li4			
i	3	䄿	䄿	yi4			
i	3	䅀	䅀	li4			
i	3	䉾	䉾	bi4			
i	3	䒨	䒨	sy4			
i	3	䚳	䚳	zhy4			
i	3	䚷	䚷	yi3			
i	3	䚹	䚹	pi3			
i	3	䟗	䟗	shy4			
i	3	䟛	䟛	fi4			
i	3	䨽	䨽	fi3			
i	3	䨾	䨾	fi4			
i	3	偈	偈	ji4			
i	3	偙	偙	di4			
i	3	偯	偯	yi3			
i	3	唭	唭	qi4			
i	3	唳	唳	li4			
i	3	啑	啑	di4			
i	3	啓	啓	qi3			
i	3	啚	啚	bi3			
i	3	啟	启	qi3			
i	3	埴	埴	chy4			
i	3	埶	埶	yi4			
i	3	埿	埿	ni4			
i	3	堄	堄	yi3			
i	3	堄	堄	yi4			
i	3	奜	奜	fi3			
i	3	婍	婍	qi3			
i	3	婢	婢	pi4			
i	3	寄	寄	ji4			
i	3	屜	屉	ti4			
i	3	屝	扉	fi4			
i	3	崥	崥	bi3			
i	3	帺	帺	ji4			
i	3	庳	庳	pi4			
i	3	徙	徙	si3			
i	3	徛	徛	ji4			
i	3	悱	悱	fi3			
i	3	悷	悷	li4			
i	3	捩	捩	li4			
i	3	掎	掎	ji3			
i	3	掎	掎	qi4			
i	3	掜	掜	yi3			
i	3	敝	敝	bi4			
i	3	旇	旇	bi4			
i	3	旎	旎	ni3			
i	3	旣	旣	ji4			
i	3	晢	晰	zhy4			
i	3	梐	梐	bi4			
i	3	梓	梓	zy3			
i	3	梞	梞	ji4			
i	3	欷	欷	xi4			
i	3	殍	殍	bi4			
i	3	殹	殹	yi4			
i	3	淛	淛	zhy4			
i	3	淠	淠	pi4			
i	3	渒	渒	pi4			
i	3	猗	猗	yi3			
i	3	猘	猘	ji4			
i	3	畤	畤	shy4			
i	3	畤	畤	zhy3			
i	3	畤	畤	zhy4			
i	3	痓	痓	chy4			
i	3	痔	痔	zhy4			
i	3	皉	皉	ci3			
i	3	眥	眦	zi4			
i	3	眥	眦	zy4			
i	3	眯	眯	mi3			
i	3	祭	祭	zi4			
i	3	秲	秲	shy4			
i	3	秲	秲	zhy4			
i	3	笥	笥	sy4			
i	3	第	第	di4			
i	3	細	细	si4			
i	3	紴	紴	pi3			
i	3	羛	羛	yi3			
i	3	耜	耜	sy4			
i	3	莿	莿	cy4			
i	3	菋	菋	vi4			
i	3	菲	菲	fi3			
i	3	菲	菲	fi4			
i	3	萆	萆	si3			
i	3	萉	萉	fi4			
i	3	袳	袳	chy3			
i	3	視	视	shy4			
i	3	豉	豉	shy4			
i	3	豙	豙	yi4			
i	3	趾	趾	zhy3			
i	3	跂	跂	qi3			
i	3	跂	跂	qi4			
i	3	逮	逮	di4			
i	3	郿	郿	mi4			
i	3	釱	釱	di4			
i	3	閇	閇	bi4			
i	3	閉	闭	bi4			
i	3	理	理	li3			
i	3	㓷	㓷	yi4			
i	3	㛳	㛳	yi4			
i	3	㝣	㝣	yi4			
i	3	㞛	㞛	ji3			
i	3	㥝	㥝	mi3			
i	3	㨖	㨖	zhy3			
i	3	㨖	㨖	zhy4			
i	3	㪏	㪏	bi3			
i	3	㪏	㪏	bi4			
i	3	㪒	㪒	yi3			
i	3	㱦	㱦	ji3			
i	3	㹃	㹃	fi4			
i	3	㾖	㾖	li3			
i	3	䀸	䀸	chy4			
i	3	䀸	䀸	zhy4			
i	3	䅏	䅏	vi3			
i	3	䇩	䇩	yi4			
i	3	䋛	䋛	mi3			
i	3	䎈	䎈	yi4			
i	3	䛈	䛈	shy4			
i	3	䛋	䛋	cy4			
i	3	䛋	䛋	ji4			
i	3	䛍	䛍	fi4			
i	3	䟡	䟡	di4			
i	3	䦏	䦏	xi4			
i	3	䧴	䧴	shy4			
i	3	䵝	䵝	yi4			
i	3	傂	傂	zhy4			
i	3	備	备	bi4			
i	3	啙	啙	zy3			
i	3	啻	啻	shy4			
i	3	喜	喜	xi3			
i	3	堤	堤	di3			
i	3	塈	塈	ji4			
i	3	塈	塈	xi4			
i	3	壻	壻	si4			
i	3	夡	夡	qi4			
i	3	婿	婿	si4			
i	3	媄	媄	mi3			
i	3	媚	媚	mi4			
i	3	媞	媞	di4			
i	3	媞	媞	shy4			
i	3	媢	媢	mi4			
i	3	孳	孳	zy4			
i	3	寐	寐	mi4			
i	3	崺	崺	yi3			
i	3	幾	几	ji3			
i	3	幾	几	ji4			
i	3	廁	厕	chy4			
i	3	弑	弑	shy4			
i	3	彘	彘	zhy4			
i	3	徥	徥	shy4			
i	3	徥	徥	zhy4			
i	3	惎	惎	ji4			
i	3	愒	愒	qi4			
i	3	掣	掣	chy4			
i	3	揥	揥	chy4			
i	3	揭	揭	qi4			
i	3	攲	攲	ji3			
i	3	斐	斐	fi3			
i	3	晲	晲	yi3			
i	3	晵	晵	qi3			
i	3	智	智	zhy4			
i	3	替	替	ti4			
i	3	棄	弃	qi4			
i	3	棐	棐	fi3			
i	3	棣	棣	di4			
i	3	棨	棨	qi3			
i	3	椅	椅	yi3			
i	3	植	植	zhy4			
i	3	椔	椔	zhy4			
i	3	欼	欼	chy3			
i	3	殔	殔	yi4			
i	3	渧	渧	di4			
i	3	渳	渳	mi3			
i	3	渼	渼	mi3			
i	3	溉	溉	ji4			
i	3	痞	痞	bi3			
i	3	痞	痞	bi4			
i	3	痣	痣	zhy4			
i	3	睇	睇	di4			
i	3	竢	竢	shy4			
i	3	紫	紫	zy3			
i	3	絘	絘	cy4			
i	3	絥	絥	bi4			
i	3	羠	羠	sy4			
i	3	胔	胔	zy4			
i	3	胾	胾	zhy4			
i	3	腓	腓	fi4			
i	3	臮	臮	ji4			
i	3	葞	葞	mi3			
i	3	葸	葸	si3			
i	3	蒂	蒂	di4			
i	3	蔇	蔇	ji4			
i	3	蛓	蛓	cy4			
i	3	袲	袲	chy3			
i	3	覗	覗	sy4			
i	3	觝	抵	di3			
i	3	訵	訵	chy4			
i	3	詆	诋	di3			
i	3	詈	詈	li4			
i	3	詍	詍	yi4			
i	3	詖	詖	bi4			
i	3	貰	贳	shy4			
i	3	貱	貱	bi4			
i	3	費	费	bi4			
i	3	費	费	fi4			
i	3	賁	贲	bi4			
i	3	趆	趆	di4			
i	3	跇	跇	chy4			
i	3	跇	跇	yi4			
i	3	跛	跛	bi4			
i	3	軧	軧	di3			
i	3	軹	轵	zhy3			
i	3	鬽	鬽	mi4			
i	3	黹	黹	zhy3			
i	3	異	异	yi4			
i	3	痢	痢	li4			
i	3	裡	里	li3			
i	3	㒾	㒾	shy4			
i	3	㒾	㒾	yi4			
i	3	㗗	㗗	bi3			
i	3	㣁	㣁	bi4			
i	3	㥴	㥴	yi3			
i	3	㥷	㥷	yi4			
i	3	㨙	㨙	xi4			
i	3	㰻	㰻	yi3			
i	3	㼵	㼵	di4			
i	3	㾨	㾨	qi3			
i	3	䁈	䁈	qi4			
i	3	䂹	䂹	ji3			
i	3	䇐	䇐	li4			
i	3	䇽	䇽	zhy4			
i	3	䊊	䊊	vi4			
i	3	䋟	䋟	ji4			
i	3	䑯	䑯	di4			
i	3	䓌	䓌	zhy4			
i	3	䛗	䛗	zhy3			
i	3	䡔	䡔	qi3			
i	3	䣵	䣵	ni4			
i	3	䩃	䩃	shy4			
i	3	亄	亄	yi4			
i	3	傺	傺	chy4			
i	3	僀	僀	di4			
i	3	兾	兾	ji4			
i	3	勢	势	shy4			
i	3	嗜	嗜	shy4			
i	3	嗣	嗣	sy4			
i	3	媲	媲	pi4			
i	3	媺	媺	mi3			
i	3	嫉	嫉	zy4			
i	3	孴	孴	yi3			
i	3	寘	置	zhy4			
i	3	廌	廌	zhy4			
i	3	徯	徯	xi3			
i	3	意	意	yi4			
i	3	愾	忾	xi4			
i	3	慀	慀	xi4			
i	3	楴	楴	ti4			
i	3	滍	滍	zhy4			
i	3	滓	滓	zhy3			
i	3	煝	煝	mi4			
i	3	痱	痱	fi4			
i	3	痸	痸	chy4			
i	3	痹	痹	bi4			
i	3	睥	睥	pi4			
i	3	睨	睨	yi4			
i	3	碕	崎	qi3			
i	3	禊	禊	xi4			
i	3	禘	禘	di4			
i	3	稚	稚	zhy4			
i	3	竩	竩	yi4			
i	3	筮	筮	shy4			
i	3	置	置	zhy4			
i	3	義	义	yi4			
i	3	肄	肄	yi4			
i	3	肆	肆	sy4			
i	3	腣	腣	di4			
i	3	蒔	莳	shy4			
i	3	蒞	莅	li4			
i	3	蒵	蒵	xi4			
i	3	蔱	蔱	shy4			
i	3	蛾	蛾	yi3			
i	3	蝆	蝆	mi3			
i	3	裔	裔	yi4			
i	3	觢	觢	shy4			
i	3	訾	訾	zy3			
i	3	訿	訿	zy3			
i	3	詣	诣	yi4			
i	3	試	试	shy4			
i	3	誃	誃	chy3			
i	3	豊	豊	li3			
i	3	跐	跐	cy3			
i	3	跐	跐	zhy3			
i	3	跐	跐	zy3			
i	3	跮	跮	chy4			
i	3	跱	跱	zhy4			
i	3	輊	轾	zhy4			
i	3	遞	递	di4			
i	3	遟	遟	zhy4			
i	3	鄙	鄙	bi3			
i	3	鈶	鈶	sy4			
i	3	鉍	铋	bi4			
i	3	閟	閟	bi4			
i	3	際	际	zi4			
i	3	雉	雉	zhy4			
i	3	髢	髢	di4			
i	3	鬾	鬾	ji4			
i	3	麂	麂	ji3			
i	3	裏	里	li3			
i	3	飼	饲	sy4			
i	3	㒅	㒅	qi3			
i	3	㙠	㙠	yi4			
i	3	㡜	㡜	shy4			
i	3	㱀	㱀	chy3			
i	3	㱲	㱲	yi4			
i	3	㲅	㲅	ji4			
i	3	㸢	㸢	bi4			
i	3	䁊	䁊	ni4			
i	3	䅩	䅩	zhy3			
i	3	䎺	䎺	zhy4			
i	3	䏿	䏿	qi3			
i	3	䏿	䏿	qi4			
i	3	䐀	䐀	ji4			
i	3	䓞	䓞	li4			
i	3	䗁	䗁	ji4			
i	3	䘽	䘽	yi3			
i	3	䞔	䞔	vi3			
i	3	䟷	䟷	chy4			
i	3	䩚	䩚	di4			
i	3	䪐	䪐	bi4			
i	3	䰙	䰙	yi3			
i	3	䰡	䰡	chy4			
i	3	勩	勩	yi4			
i	3	厲	厉	li4			
i	3	墆	墆	di4			
i	3	屣	屣	shy3			
i	3	屣	屣	shy4			
i	3	幣	币	bi4			
i	3	廙	廙	yi4			
i	3	弊	弊	bi4			
i	3	彆	别	bi4			
i	3	摕	摕	di4			
i	3	摖	摖	ci4			
i	3	摡	摡	xi4			
i	3	旖	旖	yi3			
i	3	暜	暜	ti4			
i	3	暨	暨	ji4			
i	3	榧	榧	fi3			
i	3	滯	滞	zhy4			
i	3	漑	漑	ji4			
i	3	漬	渍	zy4			
i	3	潎	潎	pi4			
i	3	潩	潩	yi4			
i	3	熂	熂	xi4			
i	3	犔	犔	xi4			
i	3	犕	犕	bi4			
i	3	甈	甈	qi4			
i	3	甈	甈	yi4			
i	3	疐	疐	di4			
i	3	疐	疐	zhy4			
i	3	盠	盠	li3			
i	3	稧	稧	xi4			
i	3	穊	穊	ji4			
i	3	箄	箅	bi3			
i	3	箅	箅	bi4			
i	3	綟	綟	li4			
i	3	綮	綮	qi3			
i	3	綺	绮	qi3			
i	3	緀	緀	ci3			
i	3	翡	翡	fi4			
i	3	舓	舓	shy4			
i	3	蓰	蓰	shy3			
i	3	蓺	蓺	yi4			
i	3	蔕	蔕	di4			
i	3	蔝	蔝	mi3			
i	3	蔽	蔽	bi4			
i	3	蜚	蜚	fi3			
i	3	蜚	蜚	fi4			
i	3	蜦	蜦	li4			
i	3	蜧	蜧	li4			
i	3	蜰	蜰	fi3			
i	3	蝃	蝃	di4			
i	3	製	制	zhy4			
i	3	褆	褆	shy4			
i	3	褆	褆	zhy4			
i	3	誋	誋	ji4			
i	3	誌	志	zhy4			
i	3	誓	誓	shy4			
i	3	豨	豨	xi3			
i	3	跽	跽	ji4			
i	3	遰	遰	di4			
i	3	鄪	鄪	bi4			
i	3	鉹	鉹	chy3			
i	3	銐	銐	chy4			
i	3	銐	銐	zhy4			
i	3	靾	靾	yi4			
i	3	鞁	鞁	bi4			
i	3	韍	韍	bi4			
i	3	馶	馶	ji4			
i	3	馶	馶	shy4			
i	3	骳	骳	mi3			
i	3	骶	骶	di4			
i	3	魅	魅	mi4			
i	3	鼻	鼻	bi4			
i	3	齊	齐	zi4			
i	3	㙪	㙪	yi4			
i	3	㱴	㱴	zy4			
i	3	䈚	䈚	si3			
i	3	䊓	䊓	shy4			
i	3	䊓	䊓	zhy4			
i	3	䋵	䋵	yi4			
i	3	䗐	䗐	shy4			
i	3	䝸	䝸	ji4			
i	3	䠊	䠊	fi4			
i	3	䢃	䢃	yi4			
i	3	䫁	䫁	bi4			
i	3	䬿	䬿	vi3			
i	3	䭁	䭁	zhy4			
i	3	䭬	䭬	qi3			
i	3	僾	僾	yi3			
i	3	僿	僿	shy4			
i	3	嬉	嬉	xi4			
i	3	幟	帜	chy4			
i	3	幟	帜	shy4			
i	3	廢	废	fi4			
i	3	徵	徵	zhy3			
i	3	慸	慸	chy4			
i	3	慸	慸	di4			
i	3	摯	挚	zhy4			
i	3	撎	撎	yi4			
i	3	槸	槸	yi4			
i	3	殢	殢	ti4			
i	3	殢	殢	xi4			
i	3	毅	毅	yi4			
i	3	潪	潪	zhy4			
i	3	澌	澌	sy4			
i	3	獘	獘	bi4			
i	3	瘛	瘛	chy4			
i	3	瘛	瘛	xi4			
i	3	瘞	瘗	yi4			
i	3	禩	禩	sy4			
i	3	稺	稺	zhy4			
i	3	稽	稽	qi3			
i	3	篃	篃	mi4			
i	3	締	缔	di4			
i	3	緹	缇	ti3			
i	3	罷	罢	pi4			
i	3	翨	翨	ji4			
i	3	翨	翨	shy4			
i	3	蝞	蝞	mi4			
i	3	蝭	蝭	di4			
i	3	螆	螆	cy4			
i	3	褫	褫	chy3			
i	3	褫	褫	zhy4			
i	3	觬	觬	yi3			
i	3	觭	觭	qi3			
i	3	誹	诽	fi4			
i	3	誺	誺	chy4			
i	3	誼	谊	yi4			
i	3	諀	諀	pi3			
i	3	諅	諅	ji4			
i	3	賜	赐	sy4			
i	3	質	质	zhy4			
i	3	踦	踦	ji3			
i	3	輢	輢	ji4			
i	3	輢	輢	yi3			
i	3	輢	輢	yi4			
i	3	醏	醏	shy4			
i	3	銴	銴	shy4			
i	3	駛	驶	shy3			
i	3	駛	驶	shy4			
i	3	駟	驷	sy4			
i	3	骴	骴	zy4			
i	3	髲	髲	bi4			
i	3	髴	髴	fi4			
i	3	齒	齿	chy3			
i	3	履	履	li3			
i	3	㠖	㠖	yi3			
i	3	㣈	㣈	sy4			
i	3	㬱	㬱	ti4			
i	3	㵒	㵒	fi4			
i	3	㿃	㿃	zhy4			
i	3	䀈	䀈	qi4			
i	3	䀈	䀈	xi4			
i	3	䔂	䔂	zhy3			
i	3	䔇	䔇	qi3			
i	3	䚢	䚢	chy4			
i	3	䞃	䞃	zhy4			
i	3	䩢	䩢	zhy4			
i	3	䬆	䬆	li4			
i	3	䮋	䮋	li4			
i	3	䯗	䯗	bi4			
i	3	䯸	䯸	cy4			
i	3	䳅	䳅	zhy3			
i	3	儗	儗	yi3			
i	3	儗	儗	yi4			
i	3	冀	冀	ji4			
i	3	劑	剂	zi4			
i	3	劓	劓	yi4			
i	3	器	器	qi4			
i	3	噬	噬	shy4			
i	3	嬖	嬖	bi4			
i	3	憙	憙	xi3			
i	3	憙	憙	xi4			
i	3	憩	憩	qi4			
i	3	曀	曀	yi4			
i	3	曁	曁	ji4			
i	3	橃	橃	fi4			
i	3	橨	橨	fi4			
i	3	殪	殪	yi4			
i	3	澧	澧	li3			
i	3	澨	澨	shy4			
i	3	熾	炽	chy4			
i	3	璏	璏	zhy4			
i	3	瞖	瞖	yi4			
i	3	禨	禨	ji4			
i	3	穄	穄	zi4			
i	3	積	积	zy4			
i	3	篚	篚	fi3			
i	3	糒	糒	bi4			
i	3	緻	致	zhy4			
i	3	縊	缢	yi4			
i	3	膩	腻	ni4			
i	3	膹	膹	fi4			
i	3	蕼	蕼	sy4			
i	3	薊	蓟	ji4			
i	3	薙	剃	sy4			
i	3	薙	剃	ti4			
i	3	薙	剃	zhy4			
i	3	薜	薜	bi4			
i	3	螅	螅	qi4			
i	3	螘	螘	yi3			
i	3	螠	螠	yi4			
i	3	褹	褹	yi4			
i	3	諟	諟	shy4			
i	3	諡	諡	shy4			
i	3	諦	谛	di4			
i	3	諰	諰	si3			
i	3	謎	谜	mi4			
i	3	踶	踶	di4			
i	3	踶	踶	zhy4			
i	3	遾	遾	shy4			
i	3	避	避	bi4			
i	3	醍	醍	ti3			
i	3	錡	錡	ji4			
i	3	錡	錡	yi3			
i	3	隮	隮	zi4			
i	3	隷	隷	li4			
i	3	霓	霓	yi4			
i	3	駤	駤	zhy4			
i	3	髻	髻	ji4			
i	3	鮇	鮇	vi4			
i	3	黖	黖	xi4			
i	3	㘈	㘈	yi4			
i	3	㵝	㵝	yi4			
i	3	㵨	㵨	pi4			
i	3	㵩	㵩	yi4			
i	3	䊠	䊠	xi4			
i	3	䎮	䎮	ti4			
i	3	䏄	䏄	di3			
i	3	䏅	䏅	ci4			
i	3	䔬	䔬	yi4			
i	3	䚦	䚦	zhy4			
i	3	䠘	䠘	pi4			
i	3	䫌	䫌	pi3			
i	3	䮎	䮎	xi4			
i	3	䱊	䱊	mi3			
i	3	䳐	䳐	cy4			
i	3	䶓	䶓	zi4			
i	3	儩	儩	sy4			
i	3	嚊	嚊	pi4			
i	3	嚌	哜	zi4			
i	3	嚏	嚏	di4			
i	3	壐	壐	si3			
i	3	嬭	奶	ni3			
i	3	巁	巁	li4			
i	3	懠	懠	zi4			
i	3	懥	懥	zhy4			
i	3	戲	戏	xi4			
i	3	擠	挤	zi4			
i	3	擬	拟	yi3			
i	3	斃	毙	bi4			
i	3	檕	檕	ji4			
i	3	檣	樯	zhy4			
i	3	檥	檥	yi3			
i	3	濔	濔	mi3			
i	3	濘	泞	ni4			
i	3	濞	濞	pi4			
i	3	濟	济	zi3			
i	3	濟	济	zi4			
i	3	濿	濿	li4			
i	3	癘	疠	li4			
i	3	穖	穖	ji3			
i	3	簁	簁	shy3			
i	3	縰	縰	shy3			
i	3	繄	繄	yi4			
i	3	罽	罽	ji4			
i	3	翳	翳	yi4			
i	3	臂	臂	bi4			
i	3	薺	荠	zi4			
i	3	薾	薾	ni3			
i	3	薿	薿	yi3			
i	3	螮	螮	di4			
i	3	覬	觊	ji4			
i	3	謑	謑	xi3			
i	3	謘	謘	zhy4			
i	3	謚	谥	shy4			
i	3	鍦	鍦	shy4			
i	3	隸	隶	li4			
i	3	鞞	鞞	bi3			
i	3	餥	餥	fi3			
i	3	餲	餲	yi4			
i	3	騃	呆	shy4			
i	3	髀	髀	bi3			
i	3	髀	髀	bi4			
i	3	鬀	鬀	di4			
i	3	鬀	鬀	ti4			
i	3	鮤	鮤	li4			
i	3	鴲	鴲	zhy4			
i	3	鼣	鼣	fi4			
i	3	勵	励	li4			
i	3	㩢	㩢	mi4			
i	3	㽈	㽈	yi4			
i	3	䉋	䉋	mi4			
i	3	䊧	䊧	fi4			
i	3	䊧	䊧	pi4			
i	3	䐼	䐼	xi4			
i	3	䒈	䒈	fi4			
i	3	䔽	䔽	yi4			
i	3	䔾	䔾	qi4			
i	3	䕁	䕁	fi3			
i	3	䠠	䠠	di4			
i	3	䫔	䫔	qi4			
i	3	嚜	嚜	mi4			
i	3	奰	奰	bi4			
i	3	懘	懘	chy3			
i	3	懘	懘	chy4			
i	3	懫	懫	zhy4			
i	3	檵	檵	ji4			
i	3	檷	檷	ni3			
i	3	櫔	櫔	li4			
i	3	犡	犡	li4			
i	3	礒	礒	yi3			
i	3	禰	祢	ni3			
i	3	禲	禲	li4			
i	3	簭	簭	shy4			
i	3	糦	糦	chy4			
i	3	織	织	zhy4			
i	3	藙	藙	yi4			
i	3	藝	艺	yi4			
i	3	藣	藣	bi4			
i	3	蟢	蟢	xi3			
i	3	蟣	虮	ji3			
i	3	蟦	蟦	fi4			
i	3	蠇	蠇	li4			
i	3	贄	贽	zhy4			
i	3	蹛	蹛	zhy4			
i	3	鄨	鄨	bi4			
i	3	鎎	鎎	xi4			
i	3	鎩	铩	shy4			
i	3	題	题	di4			
i	3	餼	饩	xi4			
i	3	騎	骑	ji4			
i	3	髊	髊	zy4			
i	3	鯉	鲤	li3			
i	3	鵋	鵋	ji4			
i	3	齌	齌	zi4			
i	3	禮	礼	li3			
i	3	㦣	㦣	yi4			
i	3	㦣	㦣	zi4			
i	3	䆿	䆿	yi4			
i	3	䕍	䕍	yi4			
i	3	䚨	䚨	fi4			
i	3	䤏	䤏	bi4			
i	3	䤒	䤒	ji4			
i	3	䥍	䥍	bi4			
i	3	䥍	䥍	zhy4			
i	3	䱥	䱥	zhy4			
i	3	嚭	嚭	pi3			
i	3	懻	懻	ji4			
i	3	璽	玺	si3			
i	3	癠	癠	zi3			
i	3	癠	癠	zi4			
i	3	穧	穧	zi4			
i	3	繫	系	ji4			
i	3	繫	系	xi4			
i	3	罊	罊	qi4			
i	3	艤	舣	yi3			
i	3	蟻	蚁	yi3			
i	3	蟿	蟿	qi4			
i	3	襣	襣	bi4			
i	3	觶	觯	zhy4			
i	3	豷	豷	yi4			
i	3	闙	闙	qi3			
i	3	靡	靡	mi3			
i	3	鞴	鞴	bi4			
i	3	顗	顗	yi3			
i	3	鯡	鲱	fi4			
i	3	鶅	鶅	zhy4			
i	3	麗	丽	li4			
i	3	離	离	li4			
