序號	目次	聲	shengOrder	等	toenkOrder	呼	xuOrder	韻部	hiunnOrder	調	dewOrder	攝	shapOrder	反切	平水韻目	古韻羅馬字	有女羅馬字	推導拼音	小韻字數	字	備註	validation
2148	去4絳	初	CC2	二	2	開	1	江	上04	去	3	江	13	楚絳	絳	chrungh	cheonq	chuang4	1	䎫		TRUE
2149	去4絳	生	CC4	二	2	開	1	江	上04	去	3	江	13	色絳	絳	srungh	sheonq	shuang4	2	淙㦼		TRUE
2150	去5寘	章	CD1	三	3	開	1	支A	上05A	去	3	止	5	支義	寘	cjeh	tjeh	zhi4	8	寘忮䚳𢻈伿𡽆伎觶		TRUE
2151	去5寘	並	A3	三	3	開	1	支A	上05A	去	3	止	5	毗義	寘	bjeh	bieh	bi4	1	避		TRUE
2152	去5寘	章	CD1	三	3	合	2	支A	上05A	去	3	止	5	之睡	寘	cjyeh	tjveh	zhui4	3	惴𦥻𦦇		TRUE
2153	去5寘	來	B5	三	3	開	1	支A	上05A	去	3	止	5	力智	寘	lieh	lieh	li4	6	詈荔離㿛珕𥶾		TRUE
2154	去5寘	常	CD5	三	3	開	1	支A	上05A	去	3	止	5	是義	寘	zjeh	zjeh	shi4	6	豉𢻃𢐂鯷䩃䊓		TRUE
2155	去5寘	精	CA1	三	3	開	1	支A	上05A	去	3	止	5	子智	寘	cieh	zieh	zi4	4	積㰣𧂐𦎸		TRUE
2156	去5寘	心	CA4	三	3	開	1	支A	上05A	去	3	止	5	斯義	寘	sieh	sieh	si4	6	賜𧀩澌𣩠儩杫		TRUE
2157	去5寘	云	E4	三	3	合	2	支B	上05B	去	3	止	5	于僞	寘	yeh	hweh	wei4	1	爲		TRUE
2158	去5寘	見	D1	三	3	合	2	支B	上05B	去	3	止	5	詭僞	寘	kyeh	kweh	gui4	5	䞈垝㩻攱𢈌		TRUE
2159	去5寘	滂	A2	三	3	開	1	支B	上05B	去	3	止	5	披義	寘	phieh	phyeh	pi4	3	帔秛襬		TRUE
2160	去5寘	幫	A1	三	3	開	1	支B	上05B	去	3	止	5	彼義	寘	pieh	pyeh	bi4	7	賁佊詖貱陂跛藣		TRUE
2161	去5寘	並	A3	三	3	開	1	支B	上05B	去	3	止	5	平義	寘	bieh	byeh	bi4	6	髲被鞁㢰旇𤿙		TRUE
2162	去5寘	來	B5	三	3	合	2	支A	上05A	去	3	止	5	良僞	寘	lyeh	lveh	lei4	1	累		TRUE
2163	去5寘	見	D1	三	3	開	1	支B	上05B	去	3	止	5	居義	寘	kieh	kyeh	ji4	3	寄䐀徛		TRUE
2164	去5寘	幫	A1	三	3	開	1	支A	上05A	去	3	止	5	卑義	寘	pjeh	pieh	bi4	1	臂		TRUE
2165	去5寘	群	D3	三	3	開	1	支B	上05B	去	3	止	5	奇寄	寘	gieh	gyeh	ji4	8	芰騎鬾輢䝸㧘汥䛋		TRUE
2166	去5寘	清	CA2	三	3	開	1	支A	上05A	去	3	止	5	七賜	寘	chieh	cieh	ci4	10	刺㓨㢀朿㡹𧧒莿庛蛓䛋		TRUE
2167	去5寘	以	E5	三	3	開	1	支A	上05A	去	3	止	5	以豉	寘	jeh	jeh	yi4	6	易㑥貤貤伿㒾		TRUE
2168	去5寘	疑	D4	三	3	開	1	支B	上05B	去	3	止	5	宜寄	寘	ngieh	ngyeh	yi4	6	議誼竩𥫃義𩈭		TRUE
2169	去5寘	滂	A2	三	3	開	1	支A	上05A	去	3	止	5	匹賜	寘	phjeh	phieh	pi4	2	譬㵨		TRUE
2170	去5寘	從	CA3	三	3	開	1	支A	上05A	去	3	止	5	疾智	寘	zieh	dzieh	zi4	8	漬眥𦎸㧘㱴髊骴胔		TRUE
2171	去5寘	知	CB1	三	3	開	1	支B	上05B	去	3	止	5	知義	寘	trieh	tyeh	zhi4	3	智𣉻潪		TRUE
2172	去5寘	影	E3	三	3	開	1	支B	上05B	去	3	止	5	於義	寘	qieh	yeh	yi4	3	倚輢陭		TRUE
2173	去5寘	澄	CB3	三	3	合	2	支B	上05B	去	3	止	5	馳僞	寘	dryeh	dweh	zhui4	7	縋槌錘膇硾腄甀		TRUE
2174	去5寘	昌	CD2	三	3	合	2	支A	上05A	去	3	止	5	尺僞	寘	chjyeh	tcveh	chui4	3	吹䶴𥞃		TRUE
2175	去5寘	曉	E1	三	3	開	1	支B	上05B	去	3	止	5	香義	寘	hieh	xyeh	xi4	2	戲嚱		TRUE
2176	去5寘	溪	D2	三	3	開	1	支A	上05A	去	3	止	5	去智	寘	khjeh	qieh	qi4	6	企𢺵跂𨑤蚑吱		TRUE
2177	去5寘	影	E3	三	3	開	1	支A	上05A	去	3	止	5	於賜	寘	qjeh	ieh	yi4	3	縊㱲螠		TRUE
2178	去5寘	書	CD4	三	3	開	1	支A	上05A	去	3	止	5	施智	寘	sjeh	sjeh	shi4	13	翅翄𦐊施馶啻鍦䗐䧴卶𤖻㒾翨		TRUE
2179	去5寘	生	CC4	三	3	開	1	支B	上05B	去	3	止	5	所寄	寘	srieh	shyeh	shi4	5	屣灑曬𩌦襹		TRUE
2180	去5寘	溪	D2	三	3	合	2	支A	上05A	去	3	止	5	窺瑞	寘	khjyeh	qveh	kui4	1	觖		TRUE
2181	去5寘	影	E3	三	3	合	2	支B	上05B	去	3	止	5	於僞	寘	qyeh	weh	wei4	4	餧萎䍴𣨙		TRUE
2182	去5寘	疑	D4	三	3	合	2	支B	上05B	去	3	止	5	危睡	寘	ngyeh	ngweh	wei4	1	僞(偽)		TRUE
2183	去5寘	曉	E1	三	3	合	2	支B	上05B	去	3	止	5	況僞	寘	hyeh	xweh	hui4	1	毁		TRUE
2184	去5寘	影	E3	三	3	合	2	支A	上05A	去	3	止	5	於避	寘	qjyeh	veh	wei4	2	恚㜇		TRUE
2185	去5寘	常	CD5	三	3	合	2	支A	上05A	去	3	止	5	是僞	寘	zjyeh	zjveh	shui4	4	睡瑞䅜𨿠		TRUE
2186	去5寘	見	D1	三	3	開	1	支A	上05A	去	3	止	5	居企	寘	kjeh	kieh	ji4	2	馶翨		TRUE
2187	去5寘	日	CD6	三	3	合	2	支A	上05A	去	3	止	5	而瑞	寘	njyeh	rveh	rui4	1	䄲		TRUE
2188	去5寘	昌	CD2	三	3	開	1	支A	上05A	去	3	止	5	充豉	寘	chjeh	tceh	chi4	1	卶		TRUE
2189	去5寘	心	CA4	三	3	合	2	支A	上05A	去	3	止	5	思累	寘	syeh	sveh	sui4	2	䅗瀡		TRUE
2190	去5寘	知	CB1	三	3	合	2	支B	上05B	去	3	止	5	竹恚	寘	tryeh	tweh	zhui4	2	娷諈		TRUE
2191	去5寘	以	E5	三	3	合	2	支A	上05A	去	3	止	5	以睡	寘	jyeh	jveh	wei4	4	瓗纗䜜贀		TRUE
2192	去5寘	娘	B4A	三	3	合	2	支B	上05B	去	3	止	5	女恚	寘	nryeh	nweh	nei4	3	諉㨅㢻		TRUE
2193	去5寘	見	D1	三	3	合	2	支A	上05A	去	3	止	5	規恚	寘	kjyeh	kveh	gui4	1	瞡		TRUE
2194	去5寘	莊	CC1	三	3	開	1	支B	上05B	去	3	止	5	爭義	寘	crieh	tryeh	zhi4	2	𧙁𤿙		TRUE
2195	去5寘	曉	E1	三	3	合	2	支A	上05A	去	3	止	5	呼恚	寘	hjyeh	xveh	hui4	1	孈		TRUE
2196	去5寘	溪	D2	三	3	開	1	支B	上05B	去	3	止	5	卿義	寘	khieh	qyeh	qi4	2	㞆掎		TRUE
2197	去6至	章	CD1	三	3	開	1	脂A	上06A	去	3	止	5	脂利	寘	cjiih	tjih	zhi4	13	至摯贄鷙礩䥍鴲懥䲀𩊝𩊞𢄢𡠗	𢄢應从執	TRUE
2198	去6至	云	E4	三	3	合	2	脂B	上06B	去	3	止	5	于愧	寘	yih	hwyh	wei4	1	位		TRUE
2199	去6至	明	A4	三	3	開	1	脂B	上06B	去	3	止	5	明祕	寘	miih	myh	mi4	10	郿媚魅鬽篃蝞嚜䉋煝娓		TRUE
2200	去6至	邪	CA5	三	3	合	2	脂A	上06A	去	3	止	5	徐醉	寘	zsyih	szvih	sui4	24	遂彗隧襚旞璲檖𣔾𤓫𤎩燧澻䡵鐆鐩穟𦼯蔧𦂁㒸𥝩穗䉌𩏚(𨎥)		TRUE
2201	去6至	精	CA1	三	3	合	2	脂A	上06A	去	3	止	5	將遂	寘	cyih	zvih	zui4	2	醉檇		TRUE
2202	去6至	心	CA4	三	3	合	2	脂A	上06A	去	3	止	5	雖遂	寘	syih	svih	sui4	9	邃祟誶粹睟𠭥賥譢𢢝		TRUE
2203	去6至	來	B5	三	3	合	2	脂A	上06A	去	3	止	5	力遂	寘	lyih	lvih	lei4	9	類淚瓃𦝭垒蘱纍䇐禷		TRUE
2204	去6至	幫	A1	三	3	開	1	脂B	上06B	去	3	止	5	兵媚	寘	piih	pyh	bi4	15	祕(秘)(毖)閟柲䀣䪐邲轡鉍泌鄪費粊䉾𡛗		TRUE
2205	去6至	群	D3	三	3	合	2	脂B	上06B	去	3	止	5	求位	寘	gyih	gwyh	gui4	11	匱蕢臾(𠀐)饋餽𦆠櫃樻鞼簣𩌃		TRUE
2206	去6至	滂	A2	三	3	開	1	脂B	上06B	去	3	止	5	匹備	寘	phiih	phyh	pi4	6	濞嚊䑄㿙𦤢淠		TRUE
2207	去6至	並	A3	三	3	開	1	脂B	上06B	去	3	止	5	平祕	寘	biih	byh	bi4	17	備俻𤰇𤰈𡚤奰䑄糒犕絥鞴韍贔𣖾㣁𩇯㸢		TRUE
2208	去6至	見	D1	三	3	合	2	脂B	上06B	去	3	止	5	俱位	寘	kyih	kwyh	gui4	6	愧!媿聭謉騩䁛|餽螝頍		TRUE
2209	去6至	生	CC4	三	3	合	2	脂B	上06B	去	3	止	5	所類	寘	sryih	shwyh	shuai4	2	帥率		TRUE
2210	去6至	溪	D2	三	3	合	2	脂B	上06B	去	3	止	5	丘愧	寘	khyih	qwyh	kui4	9	喟嘳樻䯣䰎腃䙡尯𨌗		TRUE
2211	去6至	曉	E1	三	3	合	2	脂B	上06B	去	3	止	5	許位	寘	hyih	xwyh	hui4	2	豷燹		TRUE
2212	去6至	常	CD5	三	3	開	1	脂A	上06A	去	3	止	5	常利	寘	zjiih	zjih	shi4	6	嗜𩜼醏視眎眂		TRUE
2213	去6至	來	B5	三	3	開	1	脂A	上06A	去	3	止	5	力至	寘	liih	lih	li4	8	利𥝤䬆莅(蒞)涖痢䚕䇐		TRUE
2214	去6至	娘	B4A	三	3	開	1	脂B	上06B	去	3	止	5	女利	寘	nriih	nyh	ni4	4	膩𦡸䁊䣵		TRUE
2215	去6至	滂	A2	三	3	開	1	脂A	上06A	去	3	止	5	匹寐	寘	phjiih	phih	pi4	2	屁=䊧		TRUE
2216	去6至	疑	D4	三	3	開	1	脂B	上06B	去	3	止	5	魚器	寘	ngiih	ngyh	yi4	1	劓		TRUE
2217	去6至	知	CB1	三	3	開	1	脂B	上06B	去	3	止	5	陟利	寘	triih	tyh	zhi4	15	致懫疐𢷐𨆫質躓𨎌輊騺䞃𣱐懥㨖駤		TRUE
2218	去6至	溪	D2	三	3	開	1	脂A	上06A	去	3	止	5	詰利	寘	khjiih	qih	qi4	5	棄弃夡㞓蟿		TRUE
2219	去6至	澄	CB3	三	3	開	1	脂B	上06B	去	3	止	5	直利	寘	driih	dyh	zhi4	12	緻稚遟稺𦃘𩹈治𠊷𢴧謘𩋩𦥐		TRUE
2220	去6至	明	A4	三	3	開	1	脂A	上06A	去	3	止	5	彌二	寘	mjiih	mih	mi4	2	寐媢		TRUE
2221	去6至	徹	CB2	三	3	開	1	脂B	上06B	去	3	止	5	丑利	寘	thriih	thyh	chi4	8	杘𣐉誺𦥊訵𡳭跮𧩼		TRUE
2222	去6至	見	D1	三	3	開	1	脂B	上06B	去	3	止	5	几利	寘	kiih	kyh	ji4	8	冀兾覬穊驥𩥉洎懻		TRUE
2223	去6至	群	D3	三	3	開	1	脂B	上06B	去	3	止	5	其冀	寘	giih	gyh	ji4	7	臮暨鱀洎垍塈𣽍		TRUE
2224	去6至	群	D3	三	3	合	2	脂A	上06A	去	3	止	5	其季	寘	gjyih	gvih	gui4	5	悸𠊾猤𡬄痵		TRUE
2225	去6至	清	CA2	三	3	合	2	脂A	上06A	去	3	止	5	七醉	寘	chyih	cvih	cui4	3	翠濢臎		TRUE
2226	去6至	日	CD6	三	3	開	1	脂A	上06A	去	3	止	5	而至	寘	njiih	rih	er4	5	二弍貳樲髶		TRUE
2227	去6至	精	CA1	三	3	開	1	脂A	上06A	去	3	止	5	資四	寘	ciih	zih	zi4	2	恣𣣌		TRUE
2228	去6至	清	CA2	三	3	開	1	脂A	上06A	去	3	止	5	七四	寘	chiih	cih	ci4	9	次䳐佽䰍絘𩾔𧊒𣣌䯸		TRUE
2229	去6至	影	E3	三	3	開	1	脂B	上06B	去	3	止	5	乙兾	寘	qiih	yh	yi4	7	懿饐㙪欭鷧撎亄		TRUE
2230	去6至	心	CA4	三	3	開	1	脂A	上06A	去	3	止	5	息利	寘	siih	sih	si4	14	四亖肆𩬶柶泗牭𧳙㣈=𨽼駟𦞤蕼肂		TRUE
2231	去6至	溪	D2	三	3	開	1	脂B	上06B	去	3	止	5	去冀	寘	khiih	qyh	qi4	1	器		TRUE
2232	去6至	見	D1	三	3	合	2	脂A	上06A	去	3	止	5	居悸	寘	kjyih	kvih	gui4	2	季瞡		TRUE
2233	去6至	並	A3	三	3	開	1	脂A	上06A	去	3	止	5	毗至	寘	bjiih	bih	bi4	10	鼻比枇𤹝坒襣䃾䫁䑄芘		TRUE
2234	去6至	曉	E1	三	3	合	2	脂A	上06A	去	3	止	5	香季	寘	hjyih	xvih	hui4	3	䁤婎睢		TRUE
2235	去6至	幫	A1	三	3	開	1	脂A	上06A	去	3	止	5	必至	寘	pjiih	pih	bi4	6	痹畀庇𦸣䃾比	𦸣原作⿱艹𢈷	TRUE
2236	去6至	從	CA3	三	3	合	2	脂A	上06A	去	3	止	5	秦醉	寘	zyih	dzvih	cui4	6	萃顇悴㱖䆊瘁		TRUE
2237	去6至	定	B3	三	3	開	1	脂A	上06A	去	3	止	5	徒四	寘	diih	dih		2	地=墬		TRUE
2238	去6至	曉	E1	三	3	開	1	脂B	上06B	去	3	止	5	虚器	寘	hiih	xyh	xi4	6	齂㕧屓呬𤡬䨳		TRUE
2239	去6至	以	E5	三	3	開	1	脂A	上06A	去	3	止	5	羊至	寘	jiih	jih	yi4	8	肄殔㡼貤勩隶㣇𥿫		TRUE
2240	去6至	船	CD3	三	3	開	1	脂A	上06A	去	3	止	5	神至	寘	zsjiih	djih	shi4	5	示諡謚眎貤		TRUE
2241	去6至	從	CA3	三	3	開	1	脂A	上06A	去	3	止	5	疾二	寘	ziih	dzih	zi4	2	自嫉		TRUE
2242	去6至	澄	CB3	三	3	合	2	脂B	上06B	去	3	止	5	直類	寘	dryih	dwyh	zhui4	3	墜懟鎚		TRUE
2243	去6至	昌	CD2	三	3	合	2	脂A	上06A	去	3	止	5	尺類	寘	chjyih	tcvih	chui4	1	出		TRUE
2244	去6至	以	E5	三	3	合	2	脂A	上06A	去	3	止	5	以醉	寘	jyih	jvih	wei4	7	遺𤀷𢣘蜼瞶𧔥䗽		TRUE
2245	去6至	曉	E1	三	3	合	2	脂A	上06A	去	3	止	5	火季	寘	hjyih	xvih	hui4	1	侐		TRUE
2246	去6至	知	CB1	三	3	合	2	脂B	上06B	去	3	止	5	追萃	寘	tryih	twyh	zhui4	1	轛		TRUE
2247	去6至	昌	CD2	三	3	開	1	脂A	上06A	去	3	止	5	充自	寘	chjiih	tcih	chi4	1	痓		TRUE
2248	去6至	書	CD4	三	3	開	1	脂A	上06A	去	3	止	5	矢利	寘	sjiih	sjih	shi4	2	屍䛈		TRUE
2249	去6至	初	CC2	三	3	合	2	脂B	上06B	去	3	止	5	楚愧	寘	chryih	chwyh	chuai4	1	㿷		TRUE
2250	去6至	書	CD4	三	3	合	2	脂A	上06A	去	3	止	5	釋類	寘	sjyih	sjvih	shui4	2	㽷𥤼		TRUE
2251	去7志	章	CD1	三	3	開	1	之	上07	去	3	止	5	職吏	寘	cjih	tjioh	zhi4	7	志誌痣織識娡䓌		TRUE
2252	去7志	澄	CB3	三	3	開	1	之	上07	去	3	止	5	直吏	寘	drih	dioh	zhi4	5	值植治㨁𠍜		TRUE
2253	去7志	邪	CA5	三	3	開	1	之	上07	去	3	止	5	祥吏	寘	zsih	szioh	si4	5	寺嗣=孠飤=飼		TRUE
2254	去7志	清	CA2	三	3	開	1	之	上07	去	3	止	5	七吏	寘	chih	cioh	ci4	4	蛓=蚝=螆=𧉠		TRUE
2255	去7志	心	CA4	三	3	開	1	之	上07	去	3	止	5	相吏	寘	sih	sioh	si4	4	笥伺思覗		TRUE
2256	去7志	書	CD4	三	3	開	1	之	上07	去	3	止	5	式吏	寘	sjih	sjioh	shi4	4	試弑幟僿		TRUE
2257	去7志	莊	CC1	三	3	開	1	之	上07	去	3	止	5	側吏	寘	crih	trioh	zhi4	6	胾椔(檣)事剚倳鶅		TRUE
2258	去7志	來	B5	三	3	開	1	之	上07	去	3	止	5	力置	寘	lih	lioh	li4	2	吏𢟤		TRUE
2259	去7志	從	CA3	三	3	開	1	之	上07	去	3	止	5	疾置	寘	zih	dzioh	zi4	6	字牸孳孖茡芓		TRUE
2260	去7志	徹	CB2	三	3	開	1	之	上07	去	3	止	5	丑吏	寘	thrih	thioh	chi4	5	眙佁䰡𦥊誺		TRUE
2261	去7志	日	CD6	三	3	開	1	之	上07	去	3	止	5	仍吏	寘	njih	rioh	er4	16	餌𩱓珥衈毦咡刵佴誀洱䎶㛅䏪䣵眲𦖢		TRUE
2262	去7志	生	CC4	三	3	開	1	之	上07	去	3	止	5	踈吏	寘	srih	shioh	shi4	7	𩢲駛𣳪𧳅𩰢𨽄使		TRUE
2263	去7志	初	CC2	三	3	開	1	之	上07	去	3	止	5	初吏	寘	chrih	chioh	chi4	1	廁		TRUE
2264	去7志	以	E5	三	3	開	1	之	上07	去	3	止	5	羊吏	寘	jih	jioh	yi4	7	異异食巳(已)潩䔬廙		TRUE
2265	去7志	知	CB1	三	3	開	1	之	上07	去	3	止	5	陟吏	寘	trih	tioh	zhi4	2	置𢐂		TRUE
2266	去7志	常	CD5	三	3	開	1	之	上07	去	3	止	5	時吏	寘	zjih	zjioh	shi4	3	侍蒔=秲		TRUE
2267	去7志	崇	CC3	三	3	開	1	之	上07	去	3	止	5	鉏吏	寘	zrih	drioh	shi4	2	事𩛌		TRUE
2268	去7志	群	D3	三	3	開	1	之	上07	去	3	止	5	渠記	寘	gih	gioh	ji4	13	忌𨙬惎䋟鱀鵋𧳙誋諅梞畁帺𥭜		TRUE
2269	去7志	昌	CD2	三	3	開	1	之	上07	去	3	止	5	昌志	寘	chjih	tcioh	chi4	8	熾饎𩜮糦幟𢨒哆埴	𢨒或作⿰⿱立圼戈	TRUE
2270	去7志	影	E3	三	3	開	1	之	上07	去	3	止	5	於記	寘	qih	ioh	yi4	4	意鷾𠃸䵝		TRUE
2271	去7志	見	D1	三	3	開	1	之	上07	去	3	止	5	居吏	寘	kih	kioh	ji4	1	記		TRUE
2272	去7志	曉	E1	三	3	開	1	之	上07	去	3	止	5	許記	寘	hih	xioh	xi4	2	憙嬉		TRUE
2273	去7志	疑	D4	三	3	開	1	之	上07	去	3	止	5	魚記	寘	ngih	ngioh	yi4	6	䰯㘈㽈儗豙譺		TRUE
2274	去7志	溪	D2	三	3	開	1	之	上07	去	3	止	5	去吏	寘	khih	qioh	qi4	3	亟唭䀈		TRUE
2275	去8未	明	A4	三	3	合	2	微	上08	去	3	止	5	無沸	未	myoih	mvoy	wei4	8	未味菋𩑵䊊沬鮇𡶎		TRUE
2276	去8未	見	D1	三	3	合	2	微	上08	去	3	止	5	居胃	未	kyoih	kvoy	gui4	3	貴瞶𠐽		TRUE
2277	去8未	云	E4	三	3	合	2	微	上08	去	3	止	5	于貴	未	yoih	hvoy	wei4	17	胃謂㥜媦𦩝緯彚(彙)蝟渭煟𩹂𨾂緭𢍚𦳢䬑圍		TRUE
2278	去8未	疑	D4	三	3	合	2	微	上08	去	3	止	5	魚貴	未	ngyoih	ngvoy	wei4	2	魏犩		TRUE
2279	去8未	幫	A1	三	3	合	2	微	上08	去	3	止	5	方味	未	pyoih	pvoy	fei4	11	沸疿芾茀誹鯡㹃𩰾𧙂䛍䟛		TRUE
2280	去8未	滂	A2	三	3	合	2	微	上08	去	3	止	5	芳未	未	phyoih	phvoy	fei4	6	費髴靅𣙿昲䊧		TRUE
2281	去8未	溪	D2	三	3	合	2	微	上08	去	3	止	5	丘畏	未	khyoih	qvoy	kui4	3	𥽂𧝷		TRUE
2282	去8未	影	E3	三	3	合	2	微	上08	去	3	止	5	於胃	未	qyoih	voy	wei4	12	尉㷉熨慰畏罻犚蔚螱𧕈褽䲁		TRUE
2283	去8未	曉	E1	三	3	合	2	微	上08	去	3	止	5	許貴	未	hyoih	xvoy	hui4	4	諱卉芔泋		TRUE
2284	去8未	並	A3	三	3	合	2	微	上08	去	3	止	5	扶沸	未	byoih	bvoy	fei4	24	𥝋狒㵒腓怫菲屝蜚𧕿䨾翡𡌦萉𩇪痱䠊㔗䆏費𧌘𥄱䀟黂蟦		TRUE
2285	去8未	見	D1	三	3	開	1	微	上08	去	3	止	5	居豙	未	kioih	kioy	ji4	7	旣(既)曁(暨)禨漑(溉)𣢆旡蔇		TRUE
2286	去8未	疑	D4	三	3	開	1	微	上08	去	3	止	5	魚旣	未	ngioih	ngioy	yi4	7	毅𢖫豙𧅙藙顡藙		TRUE
2287	去8未	溪	D2	三	3	開	1	微	上08	去	3	止	5	去旣	未	khioih	qioy	qi4	5	氣炁气[汽]盵䀈		TRUE
2288	去8未	曉	E1	三	3	開	1	微	上08	去	3	止	5	許旣	未	hioih	xioy	xi4	18	欷唏塈愾氣餼䊠鎎𢟪熂黖霼摡䀈𧱲䮎犔忥		TRUE
2289	去8未	群	D3	三	3	開	1	微	上08	去	3	止	5	其旣	未	gioih	gioy	ji4	2	䤒幾		TRUE
2290	去8未	影	E3	三	3	開	1	微	上08	去	3	止	5	於旣	未	qioih	ioy	yi4	1	衣		TRUE
2291	去9御	疑	D4	三	3	開	1	魚	上09	去	3	遇	3	牛倨	御	ngioh	ngivh	yu4	3	御馭語		TRUE
2292	去9御	來	B5	三	3	開	1	魚	上09	去	3	遇	3	良倨	御	lioh	livh	lv4	9	慮勴鑢櫖𠣊𥶌𡾅𩥆𦊼		TRUE
2293	去9御	見	D1	三	3	開	1	魚	上09	去	3	遇	3	居御	御	kioh	kivh	ju4	10	據鋸倨踞椐鐻澽豦𧣻䱟		TRUE
2294	去9御	清	CA2	三	3	開	1	魚	上09	去	3	遇	3	七慮	御	chioh	civh	qu4	6	覰(覷)蜡䁦刞坥䏣		TRUE
2295	去9御	溪	D2	三	3	開	1	魚	上09	去	3	遇	3	丘倨	御	khioh	qivh	qu4	9	㰦去呿麮鼁胠䒧𩿟㧁		TRUE
2296	去9御	常	CD5	三	3	開	1	魚	上09	去	3	遇	3	常恕	御	zjoh	zjvh	shu4	4	署藷薯曙		TRUE
2297	去9御	書	CD4	三	3	開	1	魚	上09	去	3	遇	3	商署	御	sjoh	sjvh	shu4	4	恕庶㵂樜		TRUE
2298	去9御	知	CB1	三	3	開	1	魚	上09	去	3	遇	3	陟慮	御	trioh	tivh	zhu4	2	著箸		TRUE
2299	去9御	章	CD1	三	3	開	1	魚	上09	去	3	遇	3	章恕	御	cjoh	tjvh	zhu4	9	䬡翥𤳯䭖𤳐㫂𡻠𢉙䘄		TRUE
2300	去9御	生	CC4	三	3	開	1	魚	上09	去	3	遇	3	所去	御	srioh	shvh	shu4	3	䟽(疏踈疎)捒㫹		TRUE
2301	去9御	影	E3	三	3	開	1	魚	上09	去	3	遇	3	依倨	御	qioh	ivh	yu4	10	飫瘀鄔淤菸𩜏𢮁棜醧𡫾		TRUE
2302	去9御	澄	CB3	三	3	開	1	魚	上09	去	3	遇	3	遟倨	御	drioh	divh	zhu4	4	箸筯除㾻		TRUE
2303	去9御	群	D3	三	3	開	1	魚	上09	去	3	遇	3	其據	御	gioh	givh	ju4	5	遽詎醵勮澽		TRUE
2304	去9御	心	CA4	三	3	開	1	魚	上09	去	3	遇	3	息據	御	sioh	sivh	xu4	1	絮		TRUE
2305	去9御	崇	CC3	三	3	開	1	魚	上09	去	3	遇	3	牀據	御	zrioh	drvh	zhu4	3	助耡麆		TRUE
2306	去9御	精	CA1	三	3	開	1	魚	上09	去	3	遇	3	將預	御	cioh	zivh	ju4	2	怚沮		TRUE
2307	去9御	莊	CC1	三	3	開	1	魚	上09	去	3	遇	3	莊助	御	crioh	trvh	zhu4	2	詛阻		TRUE
2308	去9御	日	CD6	三	3	開	1	魚	上09	去	3	遇	3	人恕	御	njoh	rvh	ru4	3	洳茹如		TRUE
2309	去9御	以	E5	三	3	開	1	魚	上09	去	3	遇	3	羊洳	御	joh	jvh	yu4	20	"預!豫 譽譽𩦡輿鸒悆𪋮𣝑藇蕷穥𡱣忬歟悇與澦𡒊"		TRUE
2310	去9御	曉	E1	三	3	開	1	魚	上09	去	3	遇	3	許御	御	hioh	xivh	xu4	1	噓		TRUE
2311	去9御	娘	B4A	三	3	開	1	魚	上09	去	3	遇	3	尼據	御	nrioh	nivh	nv4	2	女絮		TRUE
2312	去9御	初	CC2	三	3	開	1	魚	上09	去	3	遇	3	瘡據	御	chrioh	chvh	chu4	2	楚儊		TRUE
2313	去9御	昌	CD2	三	3	開	1	魚	上09	去	3	遇	3	昌據	御	chjoh	tcvh	chu4	2	處䖏		TRUE
2314	去9御	徹	CB2	三	3	開	1	魚	上09	去	3	遇	3	抽據	御	thrioh	thivh	chu4	3	絮悇㾻		TRUE
2315	去9御	邪	CA5	三	3	開	1	魚	上09	去	3	遇	3	徐預	御	zsioh	szivh	xu4	1	𡲁		TRUE
2316	去10遇	疑	D4	三	3	合	2	虞	上10	去	3	遇	3	牛具	遇	ngyoh	ngiuh	yu4	7	遇寓媀禺𤸒䴁庽		TRUE
2317	去10遇	影	E3	三	3	合	2	虞	上10	去	3	遇	3	衣遇	遇	qyoh	iuh	yu4	3	嫗蓲饇		TRUE
2318	去10遇	常	CD5	三	3	合	2	虞	上10	去	3	遇	3	常句	遇	zjyoh	zjuh	shu4	5	樹澍尌𦒸𠊪		TRUE
2319	去10遇	澄	CB3	三	3	合	2	虞	上10	去	3	遇	3	持遇	遇	dryoh	diuh	zhu4	3	住牏逗		TRUE
2320	去10遇	並	A3	三	3	合	2	虞	上10	去	3	遇	3	符遇	遇	byoh	biuh	fu4	11	附坿袝賻駙鮒蚹跗𠪻胕鮒		TRUE
2321	去10遇	章	CD1	三	3	合	2	虞	上10	去	3	遇	3	之戍	遇	cjyoh	tjuh	zhu4	16	注疰罜㹥鑄馵註炷澍霔㺛䎷祩𠴦䪒蛀		TRUE
2322	去10遇	見	D1	三	3	合	2	虞	上10	去	3	遇	3	九遇	遇	kyoh	kiuh	ju4	10	屨句蒟瞿邭䀠怐𥉁䈮絇		TRUE
2323	去10遇	曉	E1	三	3	合	2	虞	上10	去	3	遇	3	香句	遇	hyoh	xiuh	xu4	6	昫煦酗呴姁𧏺		TRUE
2324	去10遇	書	CD4	三	3	合	2	虞	上10	去	3	遇	3	傷遇	遇	sjyoh	sjuh	shu4	8	戍腧輸隃𧼯䩱䠼㲓		TRUE
2325	去10遇	以	E5	三	3	合	2	虞	上10	去	3	遇	3	羊戍	遇	jyoh	juh	yu4	7	裕覦諭喻籲䘱𣈯		TRUE
2326	去10遇	日	CD6	三	3	合	2	虞	上10	去	3	遇	3	而遇	遇	njyoh	ruh	ru4	4	孺擩㹘	3？	TRUE
